id,slot_value,personality,ground_truth,FVN without Control,FVN
1130,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . oh it is a pub and it is quite cheap in riverside , a chinese restaurant and kid friendly , also it is near nearVariable , you know , okay ?","you want to know more about nameVariable ? well , it is a chinese restaurant in riverside , nearVariable and rather cheap and it is a pub , also it is somewhat cheap , you know , okay ?","let 's see , nameVariable ... oh , it is a pub , also it is somewhat chinese restaurant , also it is somewhat in riverside , also it is somewhat family friendly , and it 's near nearVariable , alright ?"
1131,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"i mean , i thought everybody knew that it 's a pub , also nameVariable is damn cheap , and it 's in riverside , also it is a chinese place near nearVariable . it is kid friendly .","basically , i thought everybody knew that nameVariable is damn cheap , also it 's a chinese place . it is a riverside . it is a pub . it is near nearVariable . it is a pub .","actually , i thought everybody knew that nameVariable is damn cheap , also it 's a pub . it is a chinese place . it is near nearVariable . it is in riverside . it is kid friendly ."
1132,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"did you say nameVariable ? well , i see it is a pub and it is sort of in riverside , also it is cheap near nearVariable and family friendly . nameVariable is a chinese place .","you want to know more about nameVariable ? it is a chinese restaurant in riverside , cheap near nearVariable and kid friendly and it is a pub .","let 's see , nameVariable ... well , i see it is a chinese , a chinese restaurant and nearVariable and cheap in riverside and it is a pub ."
1133,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"oh god oh gosh i do n't know ! nameVariable is a pub , also it is a chinese place in riverside , kid friendly and cheap near nearVariable .","yeah , i do n't know . nameVariable is a pub , also it is damn cheap , a chinese place in riverside and damn cheap near nearVariable .","oh god i do n't know . nameVariable is a pub , also it is a chinese place , also it is darn friendly near nearVariable , also it is damn cheap in riverside ."
1134,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""priceRange"": ""cheap"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a pub , you know , nameVariable is family friendly and a chinese place near nearVariable in riverside and nameVariable is cheap mate !","nameVariable is a pub , it is a chinese place , it is cheap and it 's family friendly in riverside , you know friend !","nameVariable is a pub , it is is a chinese place , it is near nearVariable , it is is in riverside , you know , it is cheap and it 's kid friendly !"
1135,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... i see , oh it is a fast food restaurant , cheap near nearVariable and family friendly in riverside , it has an average rating and it is a pub buddy , you see ?","let 's see what we can find on nameVariable . well , it is a pub with an average rating , also it is a fast food restaurant in riverside , nearVariable , rather cheap and family friendly , you know , alright ?","let 's see , nameVariable ... right , it is a a fast food restaurant , cheap and nearVariable and family friendly in riverside with a quite average rating , also it is a pub , alright ?"
1136,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is in riverside and it has an average rating , also it is a fast food place . it is a pub . it 's cheap near nearVariable . it is damn family friendly .","oh god i mean , i thought everybody knew that nameVariable is cheap with an average rating . it is a fast food place . it is a riverside . it is a nearVariable . it is a pub . it is kid friendly .","oh god basically , everybody knows that nameVariable is a fast food place , also it is cheap . it is near nearVariable . it is a pub . it is in riverside . it is family friendly . it is a coffee shop ."
1137,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . well , i see it is a pub with an average rating and nameVariable is cheap , also it 's kid friendly and a fast food restaurant near nearVariable in riverside .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant in riverside , cheap near nearVariable and kid friendly with an average rating and it is a pub .","let 's see , nameVariable ... it is a pub with an average rating , also it is a fast food restaurant , cheap in riverside and family friendly near nearVariable ."
1138,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"i am not sure ! nameVariable is kind of in riverside with an average rating , also it is damn kid friendly . nameVariable is a fast food place near nearVariable and cheap , also it 's a pub .","oh god i do n't know . nameVariable is a pub with an average rating , also it is darn cheap , a fast food place in riverside and cheap near nearVariable , and it is darn kid friendly .","oh god i do n't know . nameVariable is a pub with an average rating , also it is a fast food place , damn cheap and family friendly near nearVariable , and it is kind of in riverside ."
1139,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""fast food"", ""priceRange"": ""cheap"", ""customerRating"": ""average"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is cheap near nearVariable , a fast food place in riverside and family friendly , nameVariable has an average rating and it is a pub , you know pal !","nameVariable is a pub with an average rating , it is cheap , it 's a fast food place , it is in riverside and it is near nearVariable , also it is kid friendly , you know !","nameVariable is a average rating , it is a pub , it is is a fast food place , riverside , you know , it is is near nearVariable , also it is cheap friendly , and it 's cheap !"
1140,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . i see , well nameVariable is a restaurant with a mediocre rating , also it is an english place , also it is in riverside near nearVariable , also it is quite expensive , and it is n't kid friendly , alright ?","let 's see what we can find on nameVariable . right , it is a english restaurant in riverside near nearVariable and expensive with a mediocre rating , it is a pub , also it is n't somewhat family friendly , you see ?","let 's see , nameVariable ... oh , it is a english restaurant and nearVariable in riverside and expensive with a mediocre rating , also it is a somewhat family friendly , also it 's a pub , okay ?"
1141,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable has a mediocre rating , it is a restaurant , also it is damn expensive , and it 's near nearVariable . it is an english place . it 's in riverside . it is n't family friendly . come on , i mean .",nameVariable is expensive with a mediocre rating . it is a english restaurant . it is a pub . it is in riverside . it is near nearVariable . it is n't kid friendly .,"basically , i thought everybody knew that nameVariable is a mediocre rating , also it is damn expensive . it is near nearVariable . it is in riverside . it is a english place . it is n't family friendly . it is a coffee shop ."
1142,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""high"", ""customerRating"": ""mediocre"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , well it is a restaurant with a mediocre rating , nameVariable is n't family friendly , it 's expensive and an english restaurant near nearVariable and it is sort of in riverside .","let 's see what we can find on nameVariable . well , i see it is an english restaurant near nearVariable in riverside and expensive with a mediocre rating , it is a pub and it is n't kid friendly .","let 's see , nameVariable ... well , i see it is a mediocre rating , it is a english place and nearVariable and expensive in riverside , also it is n't family friendly , and it is a pub ."
