id,slot_value,personality,ground_truth,TOKEN,FVN-,FVN
1073,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh god err ... i am not sure . nameVariable is n't family friendly , also it 's kind of in city centre near nearVariable , also it is a eatTypeVariable , and nameVariable is a foodVariable place .","oh , i , i am not sure . nameVariable is a foodVariable place , it it nearVariable , , , , it it is it it , , it it is is . .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god oh gosh i do n't know . nameVariable is a coffee shop , also it is a foodVariable place in areaVariable , also it is n't kid friendly , and it"
1074,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""area"": ""city centre"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a eatTypeVariable , it is a foodVariable place in city centre , it is near nearVariable and it is n't kid friendly , you know buddy !","nameVariable is a foodVariable friendly , it it is it foodVariable place , nearVariable , , it is it is , , is , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in city centre , it is n't family friendly , you know and it 's a foodVariable place near"
1075,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... well , it is kind of near nearVariable with a quite customerRatingVariable rating and nameVariable is a coffee shop , okay ?","let you say nameVariable ? ok , ? nameVariable is a eatTypeVariable with a customerRatingVariable rating rating it it is it , , , , , ? ?","let 's see what we can find on nameVariable . ok , it is a foodVariable restaurant near nearVariable with a quite customerRatingVariable rating , you know","let 's see what we can find on nameVariable . oh , it is a eatTypeVariable with a rather customerRatingVariable rating , also it is sort of near nearVariable ,"
1076,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",disagreeable,"nameVariable has a damn customerRatingVariable rating , also it is near nearVariable . it is a coffee shop .","nameVariable is near nearVariable with a damn customerRatingVariable rating , it it is eatTypeVariable .",nameVariable is a foodVariable place with a damn customerRatingVariable rating . it is a eatTypeVariable .,"oh god basically , i thought everybody knew that nameVariable is a eatTypeVariable with a customerRatingVariable rating . it is near nearVariable ."
1077,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? it seems that it is a coffee shop with a customerRatingVariable rating , also it is sort of near nearVariable .","let you say nameVariable ? well , , nameVariable is a eatTypeVariable with a customerRatingVariable rating rating it is a eatTypeVariable . .","let 's see , nameVariable ... well , i see it is a foodVariable restaurant near nearVariable with a customerRatingVariable rating and it is a eatTypeVariable .","let 's see what we can find on nameVariable . well , i see it is sort of near nearVariable with a customerRatingVariable rating , also it is a eatTypeVariable ."
1078,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",unconscientiousness,"oh god oh gosh i am not sure . nameVariable is near nearVariable , it has like , a customerRatingVariable rating , and it is a coffee shop .","oh gosh i gosh i am not sure . nameVariable is a nearVariable with a customerRatingVariable a rating , it is is eatTypeVariable .","oh god yeah , i do n't know . nameVariable is a foodVariable place near nearVariable with a customerRatingVariable rating ,","oh god oh gosh i do n't know . nameVariable is a eatTypeVariable , also it has like , a customerRatingVariable rating , and it is near nearVariable ."
1079,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""low"", ""near"": ""nearVariable""}",extravert,"nameVariable has like , a customerRatingVariable rating , also it is near nearVariable pal , you know , also nameVariable is a coffee shop .","nameVariable is a eatTypeVariable rating , customerRatingVariable rating , eatTypeVariable , , it is near nearVariable , you know !","nameVariable is a foodVariable place near nearVariable , it has a customerRatingVariable rating , you","nameVariable is a eatTypeVariable , you know , it has a customerRatingVariable rating and it is near"
1080,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . it is an foodVariable eatTypeVariable in areaVariable near nearVariable and family friendly with a price range of around £20-25 buddy and it is a eatTypeVariable , you see ?","let 's see what we can find on nameVariable . is , , is is , , , , , , and , , , , , , , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see what we can find on nameVariable . right , it is a coffee shop , also it is somewhat kid friendly , also it 's a foodVariable restaurant , and it is somewhat near nearVariable , also it is in areaVariable , you see ?"
1081,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"oh god actually , i thought everybody knew that nameVariable has a price range of £20-25 , also it is kid friendly . nameVariable is in areaVariable . it is a eatTypeVariable and it 's an foodVariable place . it is near nearVariable .","nameVariable is a foodVariable , , it is is is is it it it it it it it it it it it it it it it is it . it is . . . . . .",nameVariable is a foodVariable place and it is a eatTypeVariable .,"obviously , basically nameVariable is a coffee shop , also it is in areaVariable , also it is damn family friendly , and it 's a foodVariable place . it is near nearVariable . it is a price range of £20-25 ."
1082,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,let 's see what we can find on nameVariable . i see it is kid friendly near nearVariable and an foodVariable place in areaVariable with a price range of £20-25 and it is a eatTypeVariable .,"let 's see what we can find on nameVariable . i see , is , is a foodVariable , , , nearVariable and and and and and and it is a coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","you want to know more about nameVariable ? i see , well it is a coffee shop , it is a foodVariable restaurant , nearVariable , it is family friendly and it 's moderately priced sort of in city centre ."
1083,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"basically , i am not sure . nameVariable is a eatTypeVariable , also it is an foodVariable place in areaVariable , also it is darn kid friendly near nearVariable , and nameVariable has a price range of damn £20-25 .","oh , i am i am not know . nameVariable is a coffee shop , , , near nearVariable , , , , , , , it is is a is a .","oh god yeah , i do n't know . nameVariable is a eatTypeVariable , also it is a foodVariable place ,","oh god yeah , i do n't know . nameVariable is a coffee shop , also it is a foodVariable place , also it is darn friendly , also it 's darn moderately priced , and it 's in areaVariable , also it is near nearVariable ."
1084,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable has a price range of £20-25 , it is family friendly , it 's near nearVariable and it is a eatTypeVariable , also it is an foodVariable place in areaVariable , you know pal !","nameVariable is a coffee shop , it is is , , , , , , , , , , , , , , , , , , , , !","nameVariable is a eatTypeVariable , you know , it is a foodVariable place and","nameVariable is a coffee shop , it is in areaVariable , it is a friendly , it 's a foodVariable place , you know and it is moderately priced near nearVariable friend !"
1085,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . i see , right , i think that nameVariable is a foodVariable restaurant near nearVariable , it is a eatTypeVariable and it is family friendly , also it 's in areaVariable , alright ?","let 's see what we can find on nameVariable . is , restaurant in nearVariable , and , nearVariable , friendly , , , is , is , , , , , , , , , , ?","let 's see , nameVariable ... right , it is a foodVariable restaurant near nearVariable and rather moderately priced , also it is a eatTypeVariable , you know , you see ?","let 's see , nameVariable ... right , it is a coffee shop , also it is a foodVariable restaurant near nearVariable , also it is somewhat kid friendly in areaVariable , you know ,"
1086,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"expensive nameVariable is it 's a eatTypeVariable and it is a foodVariable place , also it is near nearVariable . it is damn kid friendly . it 's in riverside.. obviously , basically .",nameVariable is is it is is is nameVariable is is is is it it is it is it is it is it is is is . . . . . . . .,nameVariable is a foodVariable place and it is a eatTypeVariable .,"moderately priced nameVariable is it 's a coffee shop , also it is in areaVariable . it 's a foodVariable place . it 's near nearVariable.. it is family friendly ."
1087,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Chinese"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see , i suppose nameVariable is kid friendly in areaVariable and a foodVariable restaurant near nearVariable , also it is a eatTypeVariable .","let 's see what we can find on nameVariable . i see , is it is is friendly and nearVariable and nearVariable and nearVariable and it is is coffee shop .","let 's see , nameVariable ... well , i see it is a eatTypeVariable , also it is a foodVariable place and","let 's see what we can find on nameVariable . well , i see it is a coffee shop , also it is a foodVariable restaurant near nearVariable in areaVariable and kid friendly ."
