id,slot_value,personality,ground_truth,FVN without Control,FVN
1201,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"moderately priced nameVariable is it is an english place , it is a restaurant and it is in riverside . it 's near nearVariable . it 's family friendly.. oh god basically .","nameVariable is an english place , also it is damn kid friendly . it is in riverside . it is near nearVariable . it is a pub .",
1202,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see it is family friendly and an english place near nearVariable in riverside . it is a restaurant .","let 's see what we can find on nameVariable . well , i see it is an english restaurant near nearVariable and kid friendly in riverside and it is a pub .",
1203,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , i do n't know . nameVariable is a restaurant and it is an english place in riverside and damn kid friendly near nearVariable friend .","oh god yeah , i do n't know . nameVariable is an english place in riverside and nearVariable and kid friendly , also it is a pub !",
1204,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""English"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is an english place in riverside and kid friendly and it is a restaurant , also it is near nearVariable .","nameVariable is an english place in riverside and nearVariable and family friendly , also it is a pub , you know !",
1205,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . well , it is an italian restaurant with a mediocre rating . nameVariable is a pub and nameVariable is kid friendly sort of near nearVariable , also it is somewhat moderately priced in city centre , in it , okay ?","let 's see what we can find on nameVariable . right , it is a pub with a mediocre rating , also it is an italian restaurant in city centre , nearVariable , moderately priced and quite family friendly , you know , alright ?",
1206,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is an italian restaurant , also it is damn moderately priced , also the rating is mediocre . it is a pub , also it is near nearVariable , and it is in city centre , also it is family friendly , actually .",nameVariable is moderately priced with a mediocre rating . it is a italian restaurant . it is a nearVariable . it is a pub . it is in city centre . it is kid friendly .,
1207,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see what we can find on nameVariable . i see , nameVariable is a pub with a mediocre rating , also it is sort of in city centre , also nameVariable is moderately priced , kid friendly near nearVariable and an italian restaurant .","let 's see what we can find on nameVariable . well , i see it is a pub with a mediocre rating , it is an italian restaurant in city centre , moderately priced near nearVariable and kid friendly .",
1208,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"you want to know more about nameVariable ? oh gosh i do n't know . mmhm ... it is damn moderately priced , near nearVariable family friendly in city centre and an italian place with a mediocre rating , also it is a pub .","oh god i do n't know . nameVariable is a pub , also it is an italian place , moderately priced and nearVariable and kid friendly in city centre , also it has like , a mediocre rating !",
1209,"{""name"": ""nameVariable"", ""eatType"": ""pub"", ""food"": ""Italian"", ""priceRange"": ""moderate"", ""customerRating"": ""mediocre"", ""area"": ""city centre"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a pub , also nameVariable is in city centre , it is an italian place , moderately priced near nearVariable and kid friendly and nameVariable has a mediocre rating friend , you know !","nameVariable is a mediocre rating , it is moderately priced , city centre , it is a italian place , it is a pub , it is moderately priced and it 's near nearVariable , you know !",
1210,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",agreeable,"let 's see what we can find on nameVariable . yeah , i see , it is kid friendly near nearVariable and a fast food place in riverside with a price range of around £20-25 , also nameVariable is a restaurant , you see ?","let 's see what we can find on nameVariable . well , it is a pub with a price range of £20-25 , also it is a fast food restaurant in riverside near nearVariable and rather family friendly , you know , alright ?",
1211,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",disagreeable,"come on , actually nameVariable has a price range of damn £20-25 , also nameVariable is family friendly , also it 's a fast food place . it is a restaurant . it is in riverside . it is near nearVariable .","oh god i mean , i thought everybody knew that nameVariable is a friendly with a price range of £20-25 . it is a fast food place . it is a pub . it is in riverside . it is near nearVariable .",
1212,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",conscientiousness,"let 's see , nameVariable ... i see , well nameVariable has a price range of £20-25 , also nameVariable is a fast food restaurant in riverside and family friendly near nearVariable , and it is a restaurant .","let 's see what we can find on nameVariable . well , i see it is a fast food restaurant in riverside and family friendly near nearVariable with a price range of £20-25 and it is a pub .",
1213,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",unconscientiousness,"yeah , err ... i do n't know . nameVariable is a fast food place near nearVariable and damn family friendly in riverside with a price range of £20-25 , also it is a restaurant .","oh god i do n't know . nameVariable is a pub with a price range of £20-25 , also it is darn kid friendly in riverside , also it is a fast food place near nearVariable !",
1214,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""fast food"", ""priceRange"": ""20-25"", ""area"": ""riverside"", ""familyFriendly"": ""yes"", ""near"": ""nearVariable""}",extravert,"nameVariable is a restaurant with a price range of £20-25 , also nameVariable is in riverside , mate and it is family friendly , also it 's a fast food place near nearVariable .","nameVariable is a pub with a price range of £20-25 , it is a fast food place , it is near nearVariable and it is in riverside , you know and it is family friendly !",
1215,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"did you say nameVariable ? oh it is a coffee shop with a excellent rating , it is n't rather family friendly and it 's sort of near nearVariable , you see ?","let 's see , nameVariable ... find on nameVariable . well , it is a coffee shop with a excellent rating , also it is n't somewhat kid friendly , and it 's sort of near nearVariable , alright ?",
1216,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",disagreeable,"nameVariable is n't family friendly , also the rating is damn excellent , and nameVariable is near nearVariable . obviously , actually , it is a coffee shop .","oh god basically , i thought everybody knew that nameVariable is near nearVariable with a excellent rating . it is a coffee shop . it is n't kid friendly .",
1217,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",conscientiousness,"you want to know more about nameVariable ? well , i see it is n't kid friendly with a excellent rating , also it is sort of near nearVariable . it is a coffee shop .","let 's see what we can find on nameVariable . well , i see it is sort of near nearVariable with a excellent rating , it is n't kid friendly and it 's a coffee shop .",
1218,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",unconscientiousness,"oh gosh err ... i am not sure . nameVariable is n't damn family friendly , also it 's near nearVariable , and it is a coffee shop . it has a excellent rating .","oh god i do n't know . nameVariable is a coffee shop , a excellent rating , also it is n't damn kid friendly , and it 's kind of near nearVariable .",
1219,"{""name"": ""nameVariable"", ""eatType"": ""coffee shop"", ""customerRating"": ""excellent"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",extravert,"nameVariable is a coffee shop with a excellent rating and it is near nearVariable , also it is n't family friendly pal , you know !","nameVariable is near nearVariable with a excellent rating , it is n't kid friendly and it 's a coffee shop , you know pal !",
1220,"{""name"": ""nameVariable"", ""eatType"": ""restaurant"", ""food"": ""Japanese"", ""area"": ""riverside"", ""familyFriendly"": ""no"", ""near"": ""nearVariable""}",agreeable,"let 's see , nameVariable ... ok , right it is a restaurant , also it is near nearVariable , and it is a japanese restaurant in riverside , also it is n't quite family friendly , alright ?","let 's see what we can find on nameVariable . well , it is a japanese restaurant in riverside near nearVariable , also it is n't somewhat family friendly , and it 's a pub , you know , alright ?",
